Cod_comuna_x;Cod_corregimiento;NOM_CORREGIMIENTO;Cod_vereda;NOM_VEREDA;Cod_barrio;NOM_BARRIO;ind_leer_escribir;personas
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;327;LUZ DE SALVACI‡N ALTO;1;1781
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;327;LUZ DE SALVACI‡N ALTO;2;114
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;327;LUZ DE SALVACI‡N ALTO;9;221
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;1;1143
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;2;65
10;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;9;153
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;9;LAS DELICIAS;1;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;12;CAFê MADRID EL TÈNEL;1;5
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;142;ALFONSO L‡PEZ;1;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;174;EL BUENO;1;5
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;174;EL BUENO;9;2
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;194;CORDONCILLO I;1;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;222;PROVENZA;1;4
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;223;PORVENIR BAJO;1;29
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;223;PORVENIR BAJO;2;2
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;223;PORVENIR BAJO;9;2
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;225;EL CRISTAL;1;2
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;226;GRANJAS DE PROVENZA;1;21
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;226;GRANJAS DE PROVENZA;2;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;227;GRANJAS DE JULIO RINC‡N;1;631
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;227;GRANJAS DE JULIO RINC‡N;2;36
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;227;GRANJAS DE JULIO RINC‡N;9;48
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;228;EL ROCIO;1;745
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;228;EL ROCIO;2;32
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;228;EL ROCIO;9;36
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;229;VILLA SARA;1;17
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;229;VILLA SARA;9;4
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;1;20
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;2;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;230;VILLA ALICIA;9;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;231;TOLEDO PLATA ;1;608
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;231;TOLEDO PLATA ;2;26
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;231;TOLEDO PLATA ;9;38
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;1;458
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;2;12
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;232;DANGOND;9;34
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACI‡N BAJO		";1;630
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACI‡N BAJO		";2;45
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACI‡N BAJO		";9;81
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;234;DELICIAS ALTAS Y BAJAS SUR;1;116
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;234;DELICIAS ALTAS Y BAJAS SUR;2;8
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;234;DELICIAS ALTAS Y BAJAS SUR;9;9
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;236;VILLA CANDADO;1;58
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;236;VILLA CANDADO;2;2
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;236;VILLA CANDADO;9;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;237;MALPASO;1;310
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;237;MALPASO;2;21
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;237;MALPASO;9;26
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;238;EL PORVENIR;1;265
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;238;EL PORVENIR;2;15
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;238;EL PORVENIR;9;19
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRµN ;1;1253
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRµN ;2;63
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRµN ;9;94
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;1;170
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;2;7
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;240;IGSABELAR;9;9
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;241;SANTAMAR÷A;1;890
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;241;SANTAMAR÷A;2;34
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;241;SANTAMAR÷A;9;68
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;242;COAVICONSA;1;58
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;242;COAVICONSA;2;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;242;COAVICONSA;9;3
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;243;CIUDAD VENECIA ;1;403
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;243;CIUDAD VENECIA ;2;15
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;243;CIUDAD VENECIA ;9;27
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;244;VILLA FLOR;1;36
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;244;VILLA FLOR;2;2
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;290;LOS CONQUISTADORES;1;756
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;290;LOS CONQUISTADORES;2;56
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;290;LOS CONQUISTADORES;9;87
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;326;VIVEROS DE PROVENZA;1;10
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;326;VIVEROS DE PROVENZA;2;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;1;14
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;2;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;9;4
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;340;GRANJAS REAGAN;1;583
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;340;GRANJAS REAGAN;2;38
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;340;GRANJAS REAGAN;9;79
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;344;BALCONES DEL SUR;1;645
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;344;BALCONES DEL SUR;2;38
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;344;BALCONES DEL SUR;9;88
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;346;JARDINES DE ALTAGRACIA;1;1
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;347;BRISAS DEL PARA÷SO ;1;788
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;347;BRISAS DEL PARA÷SO ;2;38
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;347;BRISAS DEL PARA÷SO ;9;91
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;352;VILLAREAL;1;685
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;352;VILLAREAL;2;41
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;352;VILLAREAL;9;80
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;361;VILLAS DEL NOGAL;1;810
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;361;VILLAS DEL NOGAL;2;66
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;361;VILLAS DEL NOGAL;9;102
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;362;PUNTA PARAISO;1;780
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;362;PUNTA PARAISO;2;37
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;362;PUNTA PARAISO;9;88
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;367;BRISAS DEL PALMAR;1;206
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;367;BRISAS DEL PALMAR;2;12
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;367;BRISAS DEL PALMAR;9;21
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;999999;BARRIO_S4;1;9
11;0;SIN CORREGIMIENTO;0;SIN VEREDA;999999;BARRIO_S4;9;2
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;121;QUEBRADA PAN DE AZÈCAR;1;13
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;121;QUEBRADA PAN DE AZÈCAR;9;1
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;123;CABECERA DEL LLANO;1;3
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;126;PAN DE AZUCAR;1;5
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;126;PAN DE AZUCAR;2;2
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;135;LA CONCORDIA;1;11
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;135;LA CONCORDIA;2;1
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;135;LA CONCORDIA;9;3
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;136;SOTOMAYOR;1;13
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;136;SOTOMAYOR;2;1
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;136;SOTOMAYOR;9;1
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;138;BOLARQUI;1;3
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;138;BOLARQUI;2;1
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;139;MERCEDES;1;6
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;139;MERCEDES;9;2
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;140;CONUCOS;1;4
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;161;PUERTA DEL SOL;1;1
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;161;PUERTA DEL SOL;9;1
12;0;SIN CORREGIMIENTO;0;SIN VEREDA;201;QUEBRADA LA IGLESIA;1;5
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;2;EL PAULON VILLA LINA;1;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;2;EL PAULON VILLA LINA;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;3;COLORADOS;1;7
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;3;COLORADOS;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;32;MAR÷A PAZ;1;4
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;32;MAR÷A PAZ;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;51;LIZCANO I Y II;1;10
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;51;LIZCANO I Y II;9;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;67;TRANSICI‡N I AL V;1;5
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;75;SAN RAFAEL;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;76;CHAPINERO;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;79;LA FERIA;1;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;95;COMUNEROS;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;98;SAN FRANCISCO;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;99;ALARC‡N;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;100;SAN ALONSO;1;139
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;100;SAN ALONSO;2;9
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;100;SAN ALONSO;9;9
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;102;LOS PINOS;1;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;102;LOS PINOS;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;104;EL VENADO DE ORO MORRORRICO;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;107;LOS SAUCES;1;210
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;107;LOS SAUCES;2;11
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;107;LOS SAUCES;9;25
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;110;MORRORRICO;1;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;112;EL DIVISO;1;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;112;EL DIVISO;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;113;PUERTO RICO;1;269
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;113;PUERTO RICO;2;11
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;113;PUERTO RICO;9;26
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;116;MIRAFLORES;1;6
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;116;MIRAFLORES;9;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;117;ALBANIA;1;22
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;117;ALBANIA;2;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;117;ALBANIA;9;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;118;LAS AMêRICAS;1;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;119;GALµN;1;11
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;120;µLVAREZ;1;94
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;120;µLVAREZ;2;8
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;120;µLVAREZ;9;6
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;122;EL PRADO;1;12
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;122;EL PRADO;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;122;EL PRADO;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;130;CENTRO;1;48
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;130;CENTRO;2;5
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;130;CENTRO;9;6
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;131;ANTONIA SANTOS CENTRO;1;232
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;131;ANTONIA SANTOS CENTRO;2;19
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;131;ANTONIA SANTOS CENTRO;9;19
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;132;MEJORAS PUBLICAS;1;5
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;132;MEJORAS PUBLICAS;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;133;LA AURORA;1;9
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;133;LA AURORA;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;133;LA AURORA;9;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;136;SOTOMAYOR;1;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;142;ALFONSO L‡PEZ;1;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;143;LA JOYA;1;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;145;CAMPO HERMOSO;1;8
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;145;CAMPO HERMOSO;9;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;154;EL PANTANO II;1;5
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;164;MUTIS;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;173;ESTORAQUES;1;11
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;173;ESTORAQUES;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;178;SAN GERARDO I Y II;1;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;178;SAN GERARDO I Y II;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;179;COLOMBIA;1;5
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;182;BUCARAMANGA;1;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;182;BUCARAMANGA;9;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;184;LAURELES;1;8
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;184;LAURELES;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;184;LAURELES;9;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;196;AFRIKA;1;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;200;ANTONIA SANTOS SUR;1;7
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;200;ANTONIA SANTOS SUR;9;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;202;SAN PEDRO;1;4
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;202;SAN PEDRO;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;222;PROVENZA;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;222;PROVENZA;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACI‡N BAJO		";1;4
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;233;"LUZ DE SALVACI‡N BAJO		";2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRµN ;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;239;MANUELA BELTRµN ;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;274;BOL÷VAR;1;43
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;274;BOL÷VAR;2;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;278;12 DE OCTUBRE;1;10
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;322;QUINTA BRIGADA;1;91
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;322;QUINTA BRIGADA;2;6
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;322;QUINTA BRIGADA;9;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;327;LUZ DE SALVACI‡N ALTO;1;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;328;CAMPESTRE NORTE ;1;3
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;1;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;331;BRISAS DE PROVENZA ;2;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;340;GRANJAS REAGAN;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;345;PASEO DE LA FERIA;1;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;368;URBANIZACI‡N LA INMACULADA;1;12
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;368;URBANIZACI‡N LA INMACULADA;2;2
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;368;URBANIZACI‡N LA INMACULADA;9;1
13;0;SIN CORREGIMIENTO;0;SIN VEREDA;999999;BARRIO_S4;1;3
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;1;2
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;0;BARRIO_S4;9;1
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;40;MIRAMAR;1;2
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;102;LOS PINOS;1;3
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;103;LA FLORA MORRORRICO;1;2
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;104;EL VENADO DE ORO MORRORRICO;1;340
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;104;EL VENADO DE ORO MORRORRICO;2;21
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;104;EL VENADO DE ORO MORRORRICO;9;29
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;105;LA MALA•A;1;304
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;105;LA MALA•A;2;12
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;105;LA MALA•A;9;24
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;107;LOS SAUCES;1;35
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;107;LOS SAUCES;2;3
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;107;LOS SAUCES;9;6
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;108;LIMONCITO MORRORRICO;1;1053
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;108;LIMONCITO MORRORRICO;2;78
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;108;LIMONCITO MORRORRICO;9;131
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;109;VEGAS DE MORRORRICO;1;672
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;109;VEGAS DE MORRORRICO;2;37
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;109;VEGAS DE MORRORRICO;9;57
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;110;MORRORRICO;1;344
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;110;MORRORRICO;2;41
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;110;MORRORRICO;9;36
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;112;EL DIVISO;1;1007
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;112;EL DIVISO;2;63
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;112;EL DIVISO;9;110
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;114;BUENOS AIRES;1;2927
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;114;BUENOS AIRES;2;214
14;0;SIN CORREGIMIENTO;0;SIN VEREDA;114;BUENOS AIRES;9;335
