COMUNA,BARRIO,COMPORTAMIENTO,Count of comportamiento
01. NORTE,ALTOS DEL KENNEDY,Lit. e,1
01. NORTE,ALTOS DEL KENNEDY,Num. 1,16
01. NORTE,ALTOS DEL KENNEDY,Num. 16,2
01. NORTE,ALTOS DEL KENNEDY,Num. 2,102
01. NORTE,ALTOS DEL KENNEDY,Num. 3,2
01. NORTE,ALTOS DEL KENNEDY,Num. 4,4
01. NORTE,ALTOS DEL KENNEDY,Num. 6,16
01. NORTE,ALTOS DEL KENNEDY,Num. 7,26
01. NORTE,ALTOS DEL PROGRESO,Lit. c,1
01. NORTE,ALTOS DEL PROGRESO,Num. 1,21
01. NORTE,ALTOS DEL PROGRESO,Num. 11,2
01. NORTE,ALTOS DEL PROGRESO,Num. 16,4
01. NORTE,ALTOS DEL PROGRESO,Num. 2,19
01. NORTE,ALTOS DEL PROGRESO,Num. 3,12
01. NORTE,ALTOS DEL PROGRESO,Num. 4,2
01. NORTE,ALTOS DEL PROGRESO,Num. 5,1
01. NORTE,ALTOS DEL PROGRESO,Num. 6,57
01. NORTE,ALTOS DEL PROGRESO,Num. 7,8
01. NORTE,ALTOS DEL PROGRESO,Num. 8,3
01. NORTE,ASENTAMIENTO CAMINO DE PAZ I,Num. 6,2
01. NORTE,ASENTAMIENTO CERVUNION,Num. 2,1
01. NORTE,ASENTAMIENTO CERVUNION,Num. 6,2
01. NORTE,ASENTAMIENTO DIVINO NINO,Num. 1,19
01. NORTE,ASENTAMIENTO DIVINO NINO,Num. 2,5
01. NORTE,ASENTAMIENTO DIVINO NINO,Num. 3,2
01. NORTE,ASENTAMIENTO DIVINO NINO,Num. 4,2
01. NORTE,ASENTAMIENTO DIVINO NINO,Num. 6,19
01. NORTE,ASENTAMIENTO DIVINO NINO,Num. 7,8
01. NORTE,ASENTAMIENTO DIVINO NINO,Num. 8,2
01. NORTE,BALCONES DEL KENEDY,Lit. a,2
01. NORTE,BALCONES DEL KENEDY,Num. 1,5
01. NORTE,BALCONES DEL KENEDY,Num. 2,8
01. NORTE,BALCONES DEL KENEDY,Num. 3,1
01. NORTE,BALCONES DEL KENEDY,Num. 6,10
01. NORTE,BARRIO NUEVO,Num. 6,4
01. NORTE,BETANIA,Lit. a,1
01. NORTE,BETANIA,Num. 1,50
01. NORTE,BETANIA,Num. 11,2
01. NORTE,BETANIA,Num. 16,2
01. NORTE,BETANIA,Num. 2,151
01. NORTE,BETANIA,Num. 3,14
01. NORTE,BETANIA,Num. 4,13
01. NORTE,BETANIA,Num. 5,2
01. NORTE,BETANIA,Num. 6,224
01. NORTE,BETANIA,Num. 7,8
01. NORTE,BETANIA,Num. 8,4
01. NORTE,CAFE MADRID,Lit. a,9
01. NORTE,CAFE MADRID,Lit. b,12
01. NORTE,CAFE MADRID,Lit. c,4
01. NORTE,CAFE MADRID,Lit. e,5
01. NORTE,CAFE MADRID,Num. 1,352
01. NORTE,CAFE MADRID,Num. 10,2
01. NORTE,CAFE MADRID,Num. 11,1
01. NORTE,CAFE MADRID,Num. 16,43
01. NORTE,CAFE MADRID,Num. 2,328
01. NORTE,CAFE MADRID,Num. 3,55
01. NORTE,CAFE MADRID,Num. 4,83
01. NORTE,CAFE MADRID,Num. 5,16
01. NORTE,CAFE MADRID,Num. 6,558
01. NORTE,CAFE MADRID,Num. 7,93
01. NORTE,CAFE MADRID,Num. 8,29
01. NORTE,CAFE MADRID,Num. 9,1
01. NORTE,CAMPESTRE NORTE (GETSEMANI / LOS CERROS / LA FORTUNA),Num. 1,7
01. NORTE,CAMPESTRE NORTE (GETSEMANI / LOS CERROS / LA FORTUNA),Num. 13,1
01. NORTE,CAMPESTRE NORTE (GETSEMANI / LOS CERROS / LA FORTUNA),Num. 16,2
01. NORTE,CAMPESTRE NORTE (GETSEMANI / LOS CERROS / LA FORTUNA),Num. 2,19
01. NORTE,CAMPESTRE NORTE (GETSEMANI / LOS CERROS / LA FORTUNA),Num. 3,2
01. NORTE,CAMPESTRE NORTE (GETSEMANI / LOS CERROS / LA FORTUNA),Num. 4,2
01. NORTE,CAMPESTRE NORTE (GETSEMANI / LOS CERROS / LA FORTUNA),Num. 6,52
01. NORTE,CAMPESTRE NORTE (GETSEMANI / LOS CERROS / LA FORTUNA),Num. 7,3
01. NORTE,CLAVERIANO,Lit. b,1
01. NORTE,CLAVERIANO,Num. 1,15
01. NORTE,CLAVERIANO,Num. 2,14
01. NORTE,CLAVERIANO,Num. 3,2
01. NORTE,CLAVERIANO,Num. 4,1
01. NORTE,CLAVERIANO,Num. 6,52
01. NORTE,CLAVERIANO,Num. 7,5
01. NORTE,CLAVERIANO,Num. 8,3
01. NORTE,COLORADOS,Lit. a,5
01. NORTE,COLORADOS,Lit. c,1
01. NORTE,COLORADOS,Lit. e,1
01. NORTE,COLORADOS,Lit. f,1
01. NORTE,COLORADOS,Num. 1,219
01. NORTE,COLORADOS,Num. 10,2
01. NORTE,COLORADOS,Num. 11,3
01. NORTE,COLORADOS,Num. 12,1
01. NORTE,COLORADOS,Num. 14,1
01. NORTE,COLORADOS,Num. 15,1
01. NORTE,COLORADOS,Num. 16,16
01. NORTE,COLORADOS,Num. 2,203
01. NORTE,COLORADOS,Num. 3,55
01. NORTE,COLORADOS,Num. 4,16
01. NORTE,COLORADOS,Num. 5,13
01. NORTE,COLORADOS,Num. 6,437
01. NORTE,COLORADOS,Num. 7,43
01. NORTE,COLORADOS,Num. 8,13
01. NORTE,COLSEGUROS NORTE,Lit. a,1
01. NORTE,COLSEGUROS NORTE,Lit. c,1
01. NORTE,COLSEGUROS NORTE,Num. 1,26
01. NORTE,COLSEGUROS NORTE,Num. 10,1
01. NORTE,COLSEGUROS NORTE,Num. 11,1
01. NORTE,COLSEGUROS NORTE,Num. 16,3
01. NORTE,COLSEGUROS NORTE,Num. 2,24
01. NORTE,COLSEGUROS NORTE,Num. 3,10
01. NORTE,COLSEGUROS NORTE,Num. 4,2
01. NORTE,COLSEGUROS NORTE,Num. 5,31
01. NORTE,COLSEGUROS NORTE,Num. 6,47
01. NORTE,COLSEGUROS NORTE,Num. 7,5
01. NORTE,COLSEGUROS NORTE,Num. 8,1
01. NORTE,EL PABLÓN,Num. 1,33
01. NORTE,EL PABLÓN,Num. 12,1
01. NORTE,EL PABLÓN,Num. 16,2
01. NORTE,EL PABLÓN,Num. 2,19
01. NORTE,EL PABLÓN,Num. 3,5
01. NORTE,EL PABLÓN,Num. 4,3
01. NORTE,EL PABLÓN,Num. 6,89
01. NORTE,EL PABLÓN,Num. 7,15
01. NORTE,EL PABLÓN,Num. 8,1
01. NORTE,EL ROSAL,Num. 1,13
01. NORTE,EL ROSAL,Num. 2,24
01. NORTE,EL ROSAL,Num. 3,2
01. NORTE,EL ROSAL,Num. 4,1
01. NORTE,EL ROSAL,Num. 6,18
01. NORTE,EL ROSAL,Num. 7,2
01. NORTE,KENNEDY,Lit. a,4
01. NORTE,KENNEDY,Lit. b,9
01. NORTE,KENNEDY,Lit. c,4
01. NORTE,KENNEDY,Lit. e,5
01. NORTE,KENNEDY,Num. 1,245
01. NORTE,KENNEDY,Num. 10,1
01. NORTE,KENNEDY,Num. 11,25
01. NORTE,KENNEDY,Num. 12,4
01. NORTE,KENNEDY,Num. 13,1
01. NORTE,KENNEDY,Num. 16,16
01. NORTE,KENNEDY,Num. 2,491
01. NORTE,KENNEDY,Num. 3,72
01. NORTE,KENNEDY,Num. 4,83
01. NORTE,KENNEDY,Num. 5,9
01. NORTE,KENNEDY,Num. 6,455
01. NORTE,KENNEDY,Num. 7,248
01. NORTE,KENNEDY,Num. 8,45
01. NORTE,LAS HAMACAS,Lit. c,1
01. NORTE,LAS HAMACAS,Num. 1,20
01. NORTE,LAS HAMACAS,Num. 16,1
01. NORTE,LAS HAMACAS,Num. 2,37
01. NORTE,LAS HAMACAS,Num. 3,5
01. NORTE,LAS HAMACAS,Num. 5,2
01. NORTE,LAS HAMACAS,Num. 6,46
01. NORTE,LAS HAMACAS,Num. 7,11
01. NORTE,LAS HAMACAS,Num. 8,2
01. NORTE,MARIA PAZ,Lit. e,1
01. NORTE,MARIA PAZ,Num. 1,42
01. NORTE,MARIA PAZ,Num. 16,2
01. NORTE,MARIA PAZ,Num. 2,72
01. NORTE,MARIA PAZ,Num. 3,13
01. NORTE,MARIA PAZ,Num. 4,9
01. NORTE,MARIA PAZ,Num. 5,4
01. NORTE,MARIA PAZ,Num. 6,71
01. NORTE,MARIA PAZ,Num. 7,32
01. NORTE,MARIA PAZ,Num. 8,5
01. NORTE,MARIA PAZ,Num. 9,1
01. NORTE,MINUTO DE DIOS,Lit. c,1
01. NORTE,MINUTO DE DIOS,Num. 1,19
01. NORTE,MINUTO DE DIOS,Num. 10,3
01. NORTE,MINUTO DE DIOS,Num. 12,2
01. NORTE,MINUTO DE DIOS,Num. 2,17
01. NORTE,MINUTO DE DIOS,Num. 3,3
01. NORTE,MINUTO DE DIOS,Num. 4,3
01. NORTE,MINUTO DE DIOS,Num. 5,3
01. NORTE,MINUTO DE DIOS,Num. 6,14
01. NORTE,MINUTO DE DIOS,Num. 7,6
01. NORTE,MINUTO DE DIOS,Num. 8,1
01. NORTE,MIRADOR DEL KENNEDY,Num. 1,6
01. NORTE,MIRADOR DEL KENNEDY,Num. 2,2
01. NORTE,MIRADOR DEL KENNEDY,Num. 3,3
01. NORTE,MIRADOR DEL KENNEDY,Num. 6,8
01. NORTE,MIRADOR DEL KENNEDY,Num. 7,8
01. NORTE,MIRAMAR,Lit. b,2
01. NORTE,MIRAMAR,Num. 1,11
01. NORTE,MIRAMAR,Num. 11,2
01. NORTE,MIRAMAR,Num. 13,1
01. NORTE,MIRAMAR,Num. 2,6
01. NORTE,MIRAMAR,Num. 3,4
01. NORTE,MIRAMAR,Num. 6,16
01. NORTE,MIRAMAR,Num. 7,8
01. NORTE,MIRAMAR,Num. 8,1
01. NORTE,OLAS ALTAS,Lit. c,1
01. NORTE,OLAS ALTAS,Num. 1,5
01. NORTE,OLAS ALTAS,Num. 2,19
01. NORTE,OLAS ALTAS,Num. 4,3
01. NORTE,OLAS ALTAS,Num. 5,1
01. NORTE,OLAS ALTAS,Num. 6,20
01. NORTE,OLAS ALTAS,Num. 7,10
01. NORTE,OLAS ALTAS,Num. 8,2
01. NORTE,OLAS BAJAS,Lit. c,1
01. NORTE,OLAS BAJAS,Num. 1,10
01. NORTE,OLAS BAJAS,Num. 2,10
01. NORTE,OLAS BAJAS,Num. 3,9
01. NORTE,OLAS BAJAS,Num. 4,2
01. NORTE,OLAS BAJAS,Num. 6,24
01. NORTE,OLAS BAJAS,Num. 7,8
01. NORTE,OLAS BAJAS,Num. 8,2
01. NORTE,OMAGA I,Num. 1,2
01. NORTE,OMAGA I,Num. 2,2
01. NORTE,OMAGA I,Num. 4,1
01. NORTE,OMAGA I,Num. 6,9
01. NORTE,OMAGA II,Num. 1,5
01. NORTE,OMAGA II,Num. 2,4
01. NORTE,OMAGA II,Num. 6,4
01. NORTE,OMAGA II,Num. 7,3
01. NORTE,PAISAJES NORTE,Lit. a,1
01. NORTE,PAISAJES NORTE,Num. 1,10
01. NORTE,PAISAJES NORTE,Num. 13,1
01. NORTE,PAISAJES NORTE,Num. 2,14
01. NORTE,PAISAJES NORTE,Num. 6,51
01. NORTE,PAISAJES NORTE,Num. 7,1
01. NORTE,PAISAJES NORTE,Num. 8,2
01. NORTE,PORTAL DE LOS ANGELES (ASOVIPORAN),Num. 2,3
01. NORTE,PORTAL DE LOS ANGELES (ASOVIPORAN),Num. 6,1
01. NORTE,ROSALTA,Num. 1,1
01. NORTE,ROSALTA,Num. 2,1
01. NORTE,ROSALTA,Num. 6,1
01. NORTE,SAN VALENTIN,Num. 1,1
01. NORTE,SAN VALENTIN,Num. 2,1
01. NORTE,SAN VALENTIN,Num. 6,18
01. NORTE,TEJAR NORTE,Lit. a,1
01. NORTE,TEJAR NORTE,Num. 1,35
01. NORTE,TEJAR NORTE,Num. 11,2
01. NORTE,TEJAR NORTE,Num. 16,1
01. NORTE,TEJAR NORTE,Num. 2,29
01. NORTE,TEJAR NORTE,Num. 3,7
01. NORTE,TEJAR NORTE,Num. 4,6
01. NORTE,TEJAR NORTE,Num. 6,32
01. NORTE,TEJAR NORTE,Num. 7,26
01. NORTE,TEJAR NORTE,Num. 8,3
01. NORTE,TEJAR NORTE,Num. 9,1
01. NORTE,TEJARCITO,Num. 1,2
01. NORTE,TEJARCITO,Num. 6,1
01. NORTE,URBANIZACION CAMPO MADRID,Lit. a,1
01. NORTE,URBANIZACION CAMPO MADRID,Num. 1,28
01. NORTE,URBANIZACION CAMPO MADRID,Num. 11,1
01. NORTE,URBANIZACION CAMPO MADRID,Num. 2,40
01. NORTE,URBANIZACION CAMPO MADRID,Num. 3,6
01. NORTE,URBANIZACION CAMPO MADRID,Num. 4,2
01. NORTE,URBANIZACION CAMPO MADRID,Num. 5,1
01. NORTE,URBANIZACION CAMPO MADRID,Num. 6,72
01. NORTE,URBANIZACION CAMPO MADRID,Num. 7,9
01. NORTE,URBANIZACION CAMPO MADRID,Num. 8,3
01. NORTE,VILLA ALEGRIA I,Num. 1,1
01. NORTE,VILLA ALEGRIA I,Num. 2,7
01. NORTE,VILLA ALEGRIA I,Num. 6,7
01. NORTE,VILLA ALEGRIA I,Num. 7,1
01. NORTE,VILLA ALEGRIA II,Num. 1,7
01. NORTE,VILLA ALEGRIA II,Num. 2,10
01. NORTE,VILLA ALEGRIA II,Num. 4,1
01. NORTE,VILLA ALEGRIA II,Num. 6,19
01. NORTE,VILLA MARIA I,Lit. a,1
01. NORTE,VILLA MARIA I,Num. 1,5
01. NORTE,VILLA MARIA I,Num. 2,1
01. NORTE,VILLA MARIA I,Num. 3,4
01. NORTE,VILLA MARIA I,Num. 4,1
01. NORTE,VILLA MARIA I,Num. 6,7
01. NORTE,VILLA MARIA I,Num. 7,2
01. NORTE,VILLA ROSA,Lit. a,5
01. NORTE,VILLA ROSA,Lit. b,2
01. NORTE,VILLA ROSA,Lit. c,3
01. NORTE,VILLA ROSA,Num. 1,107
01. NORTE,VILLA ROSA,Num. 11,1
01. NORTE,VILLA ROSA,Num. 16,8
01. NORTE,VILLA ROSA,Num. 2,130
01. NORTE,VILLA ROSA,Num. 3,39
01. NORTE,VILLA ROSA,Num. 4,10
01. NORTE,VILLA ROSA,Num. 5,5
01. NORTE,VILLA ROSA,Num. 6,336
01. NORTE,VILLA ROSA,Num. 7,81
01. NORTE,VILLA ROSA,Num. 8,12
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Art. 27,1
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Lit. b,4
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Lit. c,1
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 1,56
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 10,2
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 11,1
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 16,5
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 2,133
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 3,20
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 4,9
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 5,1
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 6,250
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 7,29
01. NORTE,VILLAS DE SAN IGNACIO (SECTORES BAVARIA I Y II / BETANIA I Y II / INGESER),Num. 8,9
02. NORORIENTAL,13 DE JUNIO,Num. 1,3
02. NORORIENTAL,13 DE JUNIO,Num. 2,14
02. NORORIENTAL,13 DE JUNIO,Num. 3,1
02. NORORIENTAL,13 DE JUNIO,Num. 5,1
02. NORORIENTAL,13 DE JUNIO,Num. 6,16
02. NORORIENTAL,13 DE JUNIO,Num. 7,7
02. NORORIENTAL,13 DE JUNIO,Num. 8,3
02. NORORIENTAL,ASENTAMIENTO MESETAS DEL SANTUARIO,Num. 4,1
02. NORORIENTAL,ASENTAMIENTO MIRADOR DEL NORTE,Num. 1,20
02. NORORIENTAL,ASENTAMIENTO MIRADOR DEL NORTE,Num. 16,1
02. NORORIENTAL,ASENTAMIENTO MIRADOR DEL NORTE,Num. 2,17
02. NORORIENTAL,ASENTAMIENTO MIRADOR DEL NORTE,Num. 3,4
02. NORORIENTAL,ASENTAMIENTO MIRADOR DEL NORTE,Num. 4,2
02. NORORIENTAL,ASENTAMIENTO MIRADOR DEL NORTE,Num. 6,31
02. NORORIENTAL,ASENTAMIENTO MIRADOR DEL NORTE,Num. 7,5
02. NORORIENTAL,ASENTAMIENTO MIRADOR DEL NORTE,Num. 8,2
02. NORORIENTAL,ASENTAMIENTO PRIMAVERAL,Num. 1,2
02. NORORIENTAL,ASENTAMIENTO PRIMAVERAL,Num. 5,1
02. NORORIENTAL,BOSCONIA,Num. 1,8
02. NORORIENTAL,BOSCONIA,Num. 16,1
02. NORORIENTAL,BOSCONIA,Num. 2,67
02. NORORIENTAL,BOSCONIA,Num. 3,2
02. NORORIENTAL,BOSCONIA,Num. 6,12
02. NORORIENTAL,BOSCONIA,Num. 7,2
02. NORORIENTAL,BOSCONIA,Num. 8,3
02. NORORIENTAL,BOSQUE NORTE,Lit. a,1
02. NORORIENTAL,BOSQUE NORTE,Num. 1,12
02. NORORIENTAL,BOSQUE NORTE,Num. 13,1
02. NORORIENTAL,BOSQUE NORTE,Num. 16,1
02. NORORIENTAL,BOSQUE NORTE,Num. 2,31
02. NORORIENTAL,BOSQUE NORTE,Num. 3,2
02. NORORIENTAL,BOSQUE NORTE,Num. 4,2
02. NORORIENTAL,BOSQUE NORTE,Num. 6,32
02. NORORIENTAL,BOSQUE NORTE,Num. 7,7
02. NORORIENTAL,BOSQUE NORTE,Num. 8,7
02. NORORIENTAL,ESPERANZA I,Lit. a,1
02. NORORIENTAL,ESPERANZA I,Lit. c,1
02. NORORIENTAL,ESPERANZA I,Num. 1,33
02. NORORIENTAL,ESPERANZA I,Num. 16,3
02. NORORIENTAL,ESPERANZA I,Num. 2,34
02. NORORIENTAL,ESPERANZA I,Num. 3,15
02. NORORIENTAL,ESPERANZA I,Num. 4,8
02. NORORIENTAL,ESPERANZA I,Num. 5,4
02. NORORIENTAL,ESPERANZA I,Num. 6,73
02. NORORIENTAL,ESPERANZA I,Num. 7,16
02. NORORIENTAL,ESPERANZA I,Num. 8,4
02. NORORIENTAL,ESPERANZA II,Lit. c,4
02. NORORIENTAL,ESPERANZA II,Num. 1,43
02. NORORIENTAL,ESPERANZA II,Num. 16,2
02. NORORIENTAL,ESPERANZA II,Num. 2,38
02. NORORIENTAL,ESPERANZA II,Num. 3,12
02. NORORIENTAL,ESPERANZA II,Num. 4,4
02. NORORIENTAL,ESPERANZA II,Num. 5,4
02. NORORIENTAL,ESPERANZA II,Num. 6,109
02. NORORIENTAL,ESPERANZA II,Num. 7,18
02. NORORIENTAL,ESPERANZA II,Num. 8,9
02. NORORIENTAL,ESPERANZA III,Num. 1,28
02. NORORIENTAL,ESPERANZA III,Num. 11,1
02. NORORIENTAL,ESPERANZA III,Num. 13,1
02. NORORIENTAL,ESPERANZA III,Num. 16,1
02. NORORIENTAL,ESPERANZA III,Num. 2,21
02. NORORIENTAL,ESPERANZA III,Num. 3,5
02. NORORIENTAL,ESPERANZA III,Num. 5,2
02. NORORIENTAL,ESPERANZA III,Num. 6,38
02. NORORIENTAL,ESPERANZA III,Num. 7,11
02. NORORIENTAL,ESPERANZA III,Num. 8,3
02. NORORIENTAL,JOSE MARIA CORDOBA,Num. 1,10
02. NORORIENTAL,JOSE MARIA CORDOBA,Num. 16,4
02. NORORIENTAL,JOSE MARIA CORDOBA,Num. 2,41
02. NORORIENTAL,JOSE MARIA CORDOBA,Num. 3,3
02. NORORIENTAL,JOSE MARIA CORDOBA,Num. 4,3
02. NORORIENTAL,JOSE MARIA CORDOBA,Num. 6,42
02. NORORIENTAL,JOSE MARIA CORDOBA,Num. 7,3
02. NORORIENTAL,JOSE MARIA CORDOBA,Num. 8,4
02. NORORIENTAL,LA INDEPENDENCIA,Num. 1,38
02. NORORIENTAL,LA INDEPENDENCIA,Num. 13,1
02. NORORIENTAL,LA INDEPENDENCIA,Num. 16,3
02. NORORIENTAL,LA INDEPENDENCIA,Num. 2,54
02. NORORIENTAL,LA INDEPENDENCIA,Num. 3,6
02. NORORIENTAL,LA INDEPENDENCIA,Num. 4,5
02. NORORIENTAL,LA INDEPENDENCIA,Num. 6,105
02. NORORIENTAL,LA INDEPENDENCIA,Num. 7,29
02. NORORIENTAL,LA INDEPENDENCIA,Num. 8,12
02. NORORIENTAL,LA JUVENTUD,Lit. b,1
02. NORORIENTAL,LA JUVENTUD,Lit. c,3
02. NORORIENTAL,LA JUVENTUD,Num. 1,51
02. NORORIENTAL,LA JUVENTUD,Num. 12,1
02. NORORIENTAL,LA JUVENTUD,Num. 13,1
02. NORORIENTAL,LA JUVENTUD,Num. 16,4
02. NORORIENTAL,LA JUVENTUD,Num. 2,103
02. NORORIENTAL,LA JUVENTUD,Num. 3,14
02. NORORIENTAL,LA JUVENTUD,Num. 4,8
02. NORORIENTAL,LA JUVENTUD,Num. 5,7
02. NORORIENTAL,LA JUVENTUD,Num. 6,113
02. NORORIENTAL,LA JUVENTUD,Num. 7,17
02. NORORIENTAL,LA JUVENTUD,Num. 8,13
02. NORORIENTAL,LIZCANO I,Num. 1,6
02. NORORIENTAL,LIZCANO I,Num. 11,1
02. NORORIENTAL,LIZCANO I,Num. 2,12
02. NORORIENTAL,LIZCANO I,Num. 6,13
02. NORORIENTAL,LIZCANO I,Num. 7,2
02. NORORIENTAL,LIZCANO I,Num. 8,3
02. NORORIENTAL,LIZCANO II,Num. 1,5
02. NORORIENTAL,LIZCANO II,Num. 16,5
02. NORORIENTAL,LIZCANO II,Num. 2,4
02. NORORIENTAL,LIZCANO II,Num. 3,4
02. NORORIENTAL,LIZCANO II,Num. 6,9
02. NORORIENTAL,LIZCANO II,Num. 7,1
02. NORORIENTAL,LIZCANO II,Num. 8,1
02. NORORIENTAL,LOS ANGELES,Num. 1,14
02. NORORIENTAL,LOS ANGELES,Num. 10,1
02. NORORIENTAL,LOS ANGELES,Num. 16,1
02. NORORIENTAL,LOS ANGELES,Num. 2,26
02. NORORIENTAL,LOS ANGELES,Num. 3,7
02. NORORIENTAL,LOS ANGELES,Num. 4,5
02. NORORIENTAL,LOS ANGELES,Num. 5,1
02. NORORIENTAL,LOS ANGELES,Num. 6,37
